Gender,Geographic Region,Loyalty Status,Television Region,Affluence Grade,Age,Loyalty Card Tenure,Organics Purchase Indicator
F,South East,Tin,London,9,41,8,1
F,South East,Silver,S & S East,6,51,4,0
F,Midlands,Silver,Wales & West,5,50,8,0
F,Midlands,Tin,Midlands,10,48,8,1
F,Midlands,Tin,Midlands,4,40,8,0
F,Midlands,Gold,Midlands,10,55,13,0
F,South East,Tin,London,7,26,4,1
F,South East,Silver,S & S East,4,61,16,0
F,North,Platinum,Yorkshire,12,55,3,1
F,South East,Tin,London,12,42,8,0
F,North,Gold,N West,.,62,9,0
F,South East,Gold,London,10,66,12,0
F,South East,Tin,London,.,54,9,0
F,Midlands,Silver,Midlands,9,36,8,1
F,Midlands,Silver,Wales & West,11,47,5,0
F,North,Tin,N East,8,53,7,0
F,Midlands,Silver,East,13,33,5,1
F,South East,Gold,London,7,63,8,0
F,South East,Platinum,London,7,32,5,0
F,Midlands,Silver,Midlands,10,75,9,0
F,Midlands,Gold,East,.,74,5,0
F,South East,Tin,London,5,29,8,1
F,South East,Gold,S & S East,24,53,10,1
F,,Gold,,2,73,11,0
F,Midlands,Tin,Midlands,9,.,4,0
F,South East,Tin,S & S East,11,49,4,0
F,Midlands,Gold,Midlands,4,64,2,0
F,North,Silver,Yorkshire,5,73,9,0
F,North,Silver,Yorkshire,11,73,25,1
F,Scottish,Tin,N Scot,8,43,4,0
F,South West,Gold,S West,21,36,1,1
F,Midlands,Gold,Wales & West,4,59,5,0
F,South East,Silver,London,9,53,15,0
F,Midlands,Silver,East,15,71,12,1
F,Midlands,Tin,Midlands,4,35,5,0
F,South East,Tin,S & S East,.,66,9,0
F,South East,Gold,S & S East,7,41,4,1
F,Midlands,Tin,Midlands,9,59,9,0
F,North,Tin,N West,6,62,5,1
F,North,Silver,N East,9,72,14,0
F,Midlands,Gold,Ulster,15,53,4,0
F,South East,Tin,London,.,36,7,0
F,South East,Silver,London,8,60,7,0
F,South East,Gold,S & S East,7,70,1,0
F,North,Silver,N West,14,54,10,0
F,Midlands,Silver,Wales & West,15,33,9,1
F,Midlands,Tin,Wales & West,9,60,5,0
F,South East,Silver,S & S East,.,78,8,0
F,South East,Tin,London,.,33,7,1
F,North,Gold,N West,10,52,5,0
F,South East,Silver,S & S East,10,46,12,0
F,South East,Silver,London,6,40,5,0
F,South East,Silver,London,14,34,6,1
F,Midlands,Tin,Wales & West,6,.,8,0
F,South East,Gold,S & S East,8,53,7,0
F,South East,Tin,London,7,67,7,0
F,Midlands,Silver,East,10,56,6,0
F,Midlands,Silver,East,8,72,30,0
F,South East,Silver,London,5,70,28,0
F,South East,Silver,S & S East,2,61,.,0
F,North,Tin,N West,10,37,5,1
F,South East,Gold,London,.,64,9,0
F,Midlands,Gold,Midlands,7,41,1,0
F,South East,Gold,London,6,75,16,0
F,Midlands,Silver,East,.,51,5,0
F,North,Silver,N East,14,67,8,1
F,South East,Silver,S & S East,14,45,8,0
F,Midlands,Silver,Wales & West,15,40,4,0
F,Midlands,Gold,Wales & West,3,30,9,1
F,South East,Silver,London,9,48,1,0
F,Midlands,Gold,East,6,50,5,0
F,Midlands,Gold,Midlands,6,63,1,0
F,Midlands,Silver,Midlands,8,65,16,0
F,North,Gold,N West,12,77,10,1
F,South East,Gold,S & S East,18,56,.,1
F,Midlands,Silver,East,9,46,1,0
F,Midlands,Gold,East,9,66,11,0
F,South East,Tin,London,19,31,5,1
F,Scottish,Tin,N Scot,12,59,5,1
F,South East,Tin,London,10,39,6,1
F,North,Silver,Yorkshire,7,.,4,1
F,Midlands,Gold,East,5,58,4,0
F,South East,Silver,S & S East,13,30,9,1
F,North,Tin,N East,9,36,10,1
F,Midlands,Gold,Midlands,5,56,5,0
F,South East,Tin,London,10,39,5,1
F,Scottish,Gold,C Scotland,10,76,8,0
F,South East,Gold,London,9,41,6,0
F,Midlands,Tin,East,4,.,7,0
F,Scottish,Tin,N Scot,3,37,5,1
F,South East,Gold,London,12,63,4,1
F,,Silver,,10,36,2,1
F,North,Gold,Yorkshire,8,54,8,0
F,South East,Silver,London,6,35,5,0
F,South East,Silver,London,8,34,8,0
F,Scottish,Tin,C Scotland,5,36,5,0
F,Midlands,Tin,Midlands,5,33,5,0
F,South East,Tin,London,6,34,5,1
F,South East,Silver,London,5,50,7,0
F,North,Tin,N West,9,51,4,0
F,Midlands,Tin,Midlands,13,38,10,1
F,South East,Silver,S & S East,15,73,6,0
F,South East,Tin,London,21,41,4,1
F,North,Tin,N West,6,.,7,1
F,North,Gold,N West,8,47,7,1
F,South East,Gold,S & S East,6,47,7,0
F,North,Tin,N East,12,.,5,0
F,,Silver,,15,60,2,0
F,South East,Silver,S & S East,2,74,18,0
F,Midlands,Gold,Midlands,15,76,6,0
F,North,Gold,N West,6,.,14,0
F,Midlands,Silver,Midlands,12,.,4,1
F,North,Tin,Yorkshire,.,48,5,0
F,North,Gold,Yorkshire,9,79,7,0
F,Midlands,Gold,East,.,62,6,0
F,North,Silver,N West,5,71,11,0
F,Midlands,Tin,Wales & West,12,41,8,1
F,South East,Tin,London,14,.,7,0
F,South East,Tin,London,8,36,8,1
F,South East,Tin,London,8,34,4,1
F,Midlands,Tin,Midlands,8,67,5,0
F,North,Tin,N West,12,59,9,1
F,Midlands,Gold,Wales & West,5,71,1,0
F,Scottish,Silver,C Scotland,5,49,1,0
F,,Gold,,11,56,1,1
F,South East,Silver,S & S East,6,71,12,0
F,North,Gold,N West,4,35,1,0
F,North,Gold,N West,11,63,10,0
F,North,Tin,Yorkshire,5,51,8,0
F,Midlands,Gold,Midlands,20,38,1,1
F,Midlands,Tin,East,12,43,4,1
F,South East,Tin,London,6,38,8,1
F,South East,Silver,London,13,59,3,1
F,Midlands,Silver,Wales & West,8,48,1,0
F,South East,Silver,S & S East,8,.,8,0
F,South East,Tin,London,11,43,9,0
F,Midlands,Silver,Midlands,10,39,5,1
F,Midlands,Gold,East,7,63,2,0
F,South East,Silver,London,9,75,11,0
F,Midlands,Tin,Wales & West,5,42,5,1
F,Midlands,Gold,Wales & West,11,.,2,1
F,Scottish,Platinum,N Scot,14,59,13,0
F,South East,Tin,London,9,38,5,0
F,South East,Tin,London,5,52,5,0
F,Midlands,Tin,Midlands,11,70,8,0
F,South East,Tin,S & S East,9,.,9,0
F,North,Tin,Yorkshire,.,39,5,1
F,Midlands,Silver,East,9,61,5,0
F,Midlands,Tin,Wales & West,7,33,5,1
F,North,Tin,N West,8,60,12,0
F,North,Tin,N West,17,50,8,1
F,South East,Gold,London,9,76,7,0
F,South East,Tin,London,7,46,8,0
F,,Gold,,9,70,5,0
F,Midlands,Tin,East,9,.,5,0
F,,Tin,,9,67,5,0
F,Scottish,Tin,C Scotland,13,38,5,0
F,South East,Gold,S & S East,15,39,2,1
F,Midlands,Silver,Midlands,13,60,9,0
F,South East,Silver,London,8,61,14,1
F,North,Tin,Yorkshire,13,31,5,1
F,Midlands,Tin,Midlands,4,60,5,0
F,South East,Tin,S & S East,9,76,8,0
F,Scottish,Gold,N Scot,3,65,17,0
F,,Tin,,10,47,5,1
F,North,Silver,N West,34,38,9,1
F,Scottish,Gold,N Scot,7,64,17,0
F,South East,Silver,London,6,35,8,1
F,North,Gold,Yorkshire,5,44,6,0
F,Midlands,Silver,East,13,60,1,1
F,South East,Tin,S & S East,9,58,4,0
F,North,Gold,N West,12,66,6,0
F,Scottish,Gold,N Scot,13,57,3,0
F,South East,Silver,London,9,36,8,0
F,Midlands,Silver,East,11,66,4,0
F,Scottish,Silver,C Scotland,11,72,20,1
F,Scottish,Tin,C Scotland,6,36,5,0
F,South East,Platinum,London,10,61,22,1
F,South East,Silver,London,7,58,9,0
F,North,Silver,Yorkshire,.,47,11,0
F,South West,Silver,S West,4,72,5,0
F,South East,Tin,London,14,26,5,0
F,South East,Tin,London,7,34,7,1
F,Midlands,Tin,Midlands,13,41,8,1
F,South East,Tin,S & S East,8,.,7,0
F,South East,Gold,S & S East,9,61,7,0
F,Midlands,Gold,Wales & West,8,63,4,0
F,Midlands,Silver,Midlands,15,64,9,0
F,South East,Silver,London,6,58,10,0
F,South West,Silver,S West,16,44,23,1
F,South East,Tin,London,10,35,5,1
F,South East,Platinum,S & S East,15,55,6,0
F,Midlands,Tin,Wales & West,17,33,8,1
F,North,Tin,Yorkshire,4,66,5,0
F,South West,Tin,S West,8,57,8,0
F,Midlands,Silver,Midlands,9,.,6,0
F,South East,Silver,London,14,34,1,1
F,North,Gold,N West,7,60,8,0
F,South East,Silver,London,10,75,5,0
F,South East,Gold,London,10,55,4,0
F,Midlands,Tin,East,9,72,9,0
F,North,Tin,N West,9,44,5,1
F,Midlands,Silver,Midlands,13,64,9,1
F,Midlands,Tin,Midlands,9,35,8,0
F,North,Gold,N East,6,70,4,1
F,Midlands,Gold,Midlands,.,57,9,0
F,Scottish,Silver,C Scotland,11,77,11,0
F,South East,Gold,S & S East,8,70,8,0
F,Scottish,Silver,N Scot,14,39,11,1
F,Midlands,Gold,Wales & West,9,65,7,1
F,Midlands,Gold,East,11,54,4,0
F,South East,Silver,S & S East,5,65,4,0
F,Midlands,Silver,Midlands,4,65,11,1
F,South East,Gold,S & S East,9,68,2,0
F,South East,Silver,London,8,79,12,0
F,South East,Platinum,S & S East,9,50,.,0
F,South East,Tin,London,4,.,5,1
F,North,Tin,N West,3,70,5,0
F,North,Gold,N West,8,63,32,1
F,South East,Tin,S & S East,9,70,4,0
F,South East,Gold,London,3,71,4,1
F,Midlands,Silver,Wales & West,8,63,17,0
F,Midlands,Tin,Midlands,9,60,.,0
F,North,Tin,Yorkshire,.,47,5,0
F,South East,Gold,London,5,59,5,0
F,Midlands,Tin,Midlands,15,64,8,0
F,North,Silver,Yorkshire,9,65,4,1
F,South East,Silver,London,8,39,9,1
F,Midlands,Silver,Wales & West,6,76,8,0
F,Midlands,Silver,East,14,51,8,1
F,Scottish,Silver,N Scot,4,.,3,1
F,South East,Tin,S & S East,11,51,4,1
F,North,Silver,N West,10,50,4,0
F,South East,Silver,London,7,60,1,0
F,South East,Gold,London,7,48,7,0
F,Midlands,Tin,East,16,50,5,1
F,South East,Gold,London,12,79,17,0
F,Midlands,Silver,Midlands,10,44,8,0
F,North,Platinum,N West,3,51,4,0
F,South East,Silver,London,8,61,4,0
F,Midlands,Gold,Midlands,4,66,17,0
F,South East,Tin,S & S East,7,55,10,0
F,Midlands,Tin,Midlands,10,53,5,0
F,Midlands,Tin,Midlands,13,37,4,1
F,South East,Silver,London,14,37,7,1
F,South East,Tin,S & S East,9,51,5,0
F,Midlands,Tin,Wales & West,10,50,5,0
F,South West,Tin,S West,7,50,5,0
F,Midlands,Silver,Midlands,8,76,11,0
F,North,Gold,N East,8,50,2,0
F,Scottish,Tin,N Scot,7,40,9,0
F,,Gold,,6,66,6,0
F,North,Tin,N East,9,41,4,0
F,South East,Gold,London,6,37,6,1
F,Midlands,Tin,Midlands,.,43,5,0
F,North,Gold,Yorkshire,10,.,1,0
F,Scottish,Gold,N Scot,13,37,6,1
F,Midlands,Silver,Midlands,24,46,4,1
F,South East,Silver,London,.,45,5,0
F,South West,Tin,S West,7,64,9,0
F,South East,Gold,London,5,67,3,0
F,South East,Silver,London,.,66,8,0
F,South West,Tin,S West,17,49,5,0
F,Midlands,Tin,Midlands,13,35,9,0
F,South West,Silver,S West,6,58,6,0
F,North,Silver,N West,15,23,1,0
F,Midlands,Silver,Ulster,9,.,.,1
F,North,Tin,N East,5,44,4,0
F,,Silver,,5,66,6,0
F,South East,Tin,London,10,39,5,1
F,North,Platinum,Yorkshire,8,72,7,0
F,,Tin,,.,60,5,0
F,South East,Silver,London,6,74,6,0
F,Midlands,Gold,East,7,60,6,1
F,Scottish,Platinum,C Scotland,14,59,3,0
F,Midlands,Silver,Midlands,6,35,8,1
F,Scottish,Gold,C Scotland,10,31,1,1
F,Midlands,Silver,Ulster,8,.,5,1
F,,Platinum,,6,65,25,0
F,Midlands,Silver,Midlands,13,66,14,0
F,Midlands,Tin,Midlands,9,63,5,0
F,North,Gold,Yorkshire,8,59,9,0
F,Midlands,Gold,East,10,65,6,0
F,South East,Silver,S & S East,19,.,3,1
F,South East,Tin,London,.,32,5,0
F,South East,Gold,S & S East,11,69,4,0
F,Midlands,Gold,Midlands,6,64,8,0
F,Midlands,Silver,East,6,.,2,0
F,North,Silver,N West,5,60,5,0
F,South East,Gold,S & S East,2,67,8,0
F,Midlands,Silver,Midlands,5,53,9,0
F,South East,Silver,London,4,.,6,0
F,South East,Tin,London,6,39,8,1
F,Midlands,Silver,Midlands,9,51,8,1
F,Scottish,Tin,Border,8,68,5,0
F,Scottish,Tin,C Scotland,9,30,5,1
F,South East,Tin,London,8,43,7,0
F,North,Tin,Yorkshire,14,60,21,1
F,Scottish,Gold,C Scotland,7,72,4,0
F,Scottish,Silver,N Scot,11,71,10,0
F,North,Tin,Yorkshire,13,40,5,1
F,Midlands,Silver,East,9,.,4,0
F,Midlands,Gold,Ulster,9,56,8,0
F,Midlands,Tin,East,12,42,4,1
F,South West,Gold,S West,11,66,5,0
F,South West,Silver,S West,5,41,8,1
F,South East,Gold,S & S East,11,66,14,1
F,North,Gold,Yorkshire,5,69,5,0
F,North,Silver,Yorkshire,4,51,1,0
F,Scottish,Silver,C Scotland,7,.,8,0
F,Midlands,Gold,Midlands,7,50,2,0
F,South East,Silver,London,11,35,8,1
F,South East,Silver,London,10,54,11,0
F,South West,Gold,S West,8,77,2,0
F,South East,Tin,London,6,53,4,0
F,South East,Silver,S & S East,.,64,12,0
F,Midlands,Tin,East,6,51,8,0
F,Scottish,Tin,C Scotland,11,39,5,1
F,South East,Tin,London,.,36,9,0
F,Midlands,Silver,East,12,56,4,0
F,Midlands,Silver,East,3,46,12,0
F,Scottish,Gold,C Scotland,11,.,4,0
F,South East,Silver,London,18,37,9,1
F,Midlands,Silver,Midlands,8,65,2,0
F,South East,Tin,S & S East,5,.,4,0
F,North,Silver,N West,13,70,6,0
F,South East,Tin,S & S East,7,55,9,0
F,South East,Gold,London,.,52,8,1
F,Midlands,Gold,Wales & West,8,52,11,0
F,South East,Tin,London,14,41,4,1
F,Midlands,Gold,Wales & West,.,62,5,1
F,South East,Tin,London,17,54,5,1
F,South East,Tin,London,12,63,5,0
F,Midlands,Silver,Wales & West,5,72,9,0
F,Midlands,Tin,East,7,41,4,1
F,North,Silver,Yorkshire,11,64,6,0
F,North,Tin,N West,5,31,5,0
F,South East,Silver,London,7,40,6,0
F,Midlands,Tin,Midlands,11,37,4,1
F,Midlands,Silver,Wales & West,7,70,4,0
F,South East,Silver,London,10,62,9,1
F,Midlands,Silver,Wales & West,8,68,5,0
F,Scottish,Tin,N Scot,4,46,5,0
F,South East,Silver,London,7,56,5,1
F,South East,Silver,London,13,43,3,1
F,Scottish,Silver,C Scotland,12,66,15,0
F,North,Tin,Yorkshire,6,30,5,1
F,South East,Silver,London,8,68,10,1
F,Scottish,Gold,C Scotland,9,63,4,1
F,South East,Tin,London,13,40,8,0
F,Midlands,Gold,Midlands,9,67,8,1
F,South East,Silver,London,13,40,8,1
F,South East,Gold,London,13,63,4,0
F,South East,Tin,London,8,47,5,0
F,North,Platinum,N West,10,63,3,0
F,Midlands,Tin,Midlands,11,35,5,1
F,Midlands,Silver,Wales & West,9,.,3,0
F,South East,Silver,S & S East,12,61,11,0
F,South East,Silver,London,17,42,8,1
F,South East,Silver,London,.,78,5,0
F,North,Gold,Yorkshire,12,.,3,1
F,South East,Silver,London,9,66,8,1
F,Scottish,Gold,N Scot,9,52,11,0
F,South East,Tin,S & S East,8,44,9,1
F,South East,Silver,London,.,47,10,0
F,South East,Platinum,S & S East,9,59,14,0
F,Scottish,Gold,N Scot,10,52,6,0
F,Midlands,Tin,East,8,45,8,0
F,Midlands,Gold,East,10,.,12,1
F,Midlands,Silver,Midlands,10,62,22,0
F,Midlands,Silver,Midlands,8,53,26,0
F,North,Gold,Yorkshire,8,64,12,0
F,North,Silver,Yorkshire,7,61,5,0
F,Midlands,Silver,Midlands,11,59,1,1
F,South East,Silver,London,12,66,8,0
F,South East,Tin,London,5,32,9,1
F,North,Tin,N West,9,33,5,1
F,Midlands,Silver,Midlands,8,60,32,0
F,South East,Silver,London,7,59,6,0
F,Midlands,Silver,Wales & West,13,45,8,1
F,North,Silver,Yorkshire,8,78,5,0
F,Midlands,Tin,Wales & West,10,51,5,0
F,Midlands,Silver,Midlands,9,78,8,0
F,South East,Platinum,London,4,56,26,0
F,North,Tin,N East,5,30,4,1
F,Scottish,Gold,Border,7,51,4,0
F,Midlands,Tin,Wales & West,.,34,5,1
F,South East,Silver,London,9,47,8,0
F,South East,Silver,London,5,46,5,0
F,South East,Silver,S & S East,11,62,1,0
F,Midlands,Tin,Wales & West,9,57,4,0
F,North,Tin,N West,9,50,4,1
F,North,Tin,Yorkshire,4,40,5,0
F,North,Gold,Yorkshire,7,62,8,0
F,Midlands,Silver,East,5,56,9,0
F,Midlands,Tin,Midlands,7,38,5,1
F,Midlands,Gold,Midlands,8,64,12,0
F,South East,Tin,London,.,55,5,1
F,South East,Tin,S & S East,14,40,8,1
F,South East,Tin,S & S East,11,.,5,0
F,South East,Gold,London,9,65,4,0
F,South East,Silver,London,14,40,5,1
F,South East,Gold,S & S East,6,.,1,0
F,Midlands,Gold,Midlands,11,68,16,1
F,Midlands,Gold,Wales & West,6,53,2,0
F,Midlands,Silver,Midlands,10,65,4,0
F,Midlands,Gold,East,7,76,8,0
F,North,Silver,N East,.,59,15,0
F,Midlands,Gold,Wales & West,.,62,3,1
F,Midlands,Gold,Wales & West,.,58,12,0
F,South East,Tin,London,16,43,4,1
F,North,Silver,N West,9,61,4,0
F,South East,Silver,London,4,57,0,0
F,North,Gold,Yorkshire,9,54,1,1
F,North,Gold,Yorkshire,17,.,6,0
F,Midlands,Silver,East,11,36,3,1
F,South East,Silver,London,8,30,4,0
F,Midlands,Gold,Ulster,5,71,7,0
F,,Tin,,9,29,4,1
F,North,Tin,N West,4,72,8,0
F,Midlands,Tin,Midlands,9,62,5,0
F,North,Tin,N East,10,36,4,1
F,Midlands,Tin,Midlands,9,28,5,0
F,South East,Tin,London,5,45,8,0
F,Midlands,Tin,Midlands,8,47,9,0
F,South West,Tin,S West,15,71,8,1
F,Midlands,Silver,East,4,61,9,0
F,North,Tin,Yorkshire,11,42,5,0
F,North,Silver,N West,9,.,1,0
F,South West,Tin,S West,9,33,4,0
F,North,Gold,N West,8,46,4,0
F,Scottish,Tin,C Scotland,10,36,5,1
F,Midlands,Gold,Wales & West,7,77,4,0
F,Midlands,Gold,East,7,50,7,0
F,Midlands,Tin,Wales & West,13,41,7,1
F,South East,Tin,London,15,44,5,1
F,South East,Silver,S & S East,7,51,8,0
F,South East,Gold,London,12,51,9,0
F,South East,Silver,London,12,37,4,1
F,Scottish,Tin,C Scotland,19,32,4,1
F,South East,Platinum,S & S East,13,49,4,0
F,Midlands,Platinum,Wales & West,8,75,3,0
F,South East,Silver,London,12,30,3,1
F,Midlands,Gold,Midlands,6,78,38,0
F,North,Silver,N West,8,42,10,0
F,South East,Silver,London,6,.,8,0
F,North,Silver,Yorkshire,10,71,12,0
F,South East,Tin,London,16,52,5,1
F,Midlands,Tin,Midlands,10,73,5,0
F,North,Gold,Yorkshire,8,48,1,0
F,North,Tin,N East,9,47,5,0
F,South East,Gold,London,9,44,5,1
F,North,Silver,N West,20,30,4,1
F,South East,Gold,London,10,63,7,1
F,Midlands,Tin,Midlands,4,38,5,1
F,South East,Silver,S & S East,10,37,1,1
F,Midlands,Tin,Wales & West,10,41,4,0
F,North,Platinum,N West,12,67,3,0
F,Midlands,Gold,Midlands,6,54,11,0
F,Midlands,Tin,Wales & West,12,50,5,0
F,Scottish,Tin,Border,13,.,5,1
F,Midlands,Gold,Wales & West,9,51,2,0
F,Midlands,Silver,Wales & West,4,43,5,1
F,North,Silver,N East,12,.,4,1
F,South East,Silver,London,15,27,1,1
F,North,Tin,Yorkshire,13,45,6,0
F,Midlands,Tin,Midlands,9,60,4,0
F,Midlands,Silver,Midlands,5,75,16,0
F,South East,Tin,London,7,32,7,1
F,Midlands,Tin,Midlands,8,47,8,0
F,North,Silver,Yorkshire,17,49,2,1
F,North,Silver,N West,7,33,11,1
F,North,Platinum,N West,6,.,4,0
F,,Silver,,22,35,1,1
F,South East,Tin,S & S East,7,52,8,0
F,North,Silver,Yorkshire,9,67,4,0
F,Midlands,Gold,Wales & West,10,51,1,0
F,South East,Tin,S & S East,10,57,5,1
F,South East,Tin,London,15,43,7,1
F,Midlands,Gold,Midlands,3,39,7,0
F,South East,Gold,S & S East,11,45,10,1
F,North,Tin,N East,14,51,8,1
F,South East,Tin,London,6,62,8,0
F,Midlands,Gold,Midlands,.,78,2,0
F,South East,Gold,London,.,61,11,1
F,North,Platinum,Yorkshire,17,51,3,1
F,South East,Silver,S & S East,6,50,6,0
F,South West,Gold,S West,.,78,8,1
F,South East,Silver,London,16,57,5,1
F,North,Silver,N West,14,46,8,1
F,South East,Silver,London,9,25,1,1
F,South East,Gold,London,9,48,5,0
F,Midlands,Gold,Midlands,11,47,27,0
F,Scottish,Tin,C Scotland,13,39,5,0
F,North,Gold,N East,17,53,3,1
F,Midlands,Gold,Midlands,9,73,3,1
F,Midlands,Silver,Midlands,6,51,1,0
F,Midlands,Tin,Wales & West,7,46,5,0
F,Midlands,Silver,Midlands,10,77,4,0
F,South East,Tin,London,8,46,8,0
F,South East,Gold,London,10,.,10,1
F,Midlands,Platinum,Midlands,6,65,8,0
F,South East,Gold,London,9,33,1,1
F,South East,Gold,London,8,69,30,0
F,South East,Silver,London,11,26,9,1
F,Midlands,Tin,Midlands,5,68,8,0
F,Scottish,Gold,C Scotland,8,57,3,0
F,South East,Silver,S & S East,15,50,11,0
F,Scottish,Silver,C Scotland,7,55,3,0
F,Midlands,Gold,Wales & West,4,64,2,0
F,Midlands,Tin,Wales & West,13,37,.,1
F,South East,Silver,London,5,32,4,1
F,South West,Tin,S West,6,43,5,1
F,Midlands,Gold,Wales & West,8,77,28,0
F,North,Silver,N West,15,.,3,1
F,Midlands,Gold,Wales & West,7,43,7,1
F,North,Tin,Yorkshire,4,61,7,0
F,South East,Silver,London,9,.,9,0
F,South East,Gold,London,8,73,32,0
F,South East,Tin,London,7,47,5,0
F,Scottish,Tin,C Scotland,10,.,8,1
F,South East,Silver,London,13,60,9,1
F,Midlands,Silver,Midlands,7,33,5,1
F,South West,Tin,S West,14,64,5,1
F,North,Gold,N West,7,.,3,0
F,North,Silver,N West,8,40,4,0
F,Midlands,Silver,East,15,35,9,1
F,Midlands,Tin,Midlands,12,61,4,0
F,Midlands,Gold,Wales & West,6,58,2,0
F,South East,Tin,London,11,60,8,0
F,South East,Gold,London,8,53,8,0
F,Scottish,Gold,C Scotland,5,73,6,0
F,Midlands,Platinum,Midlands,8,54,3,0
F,South East,Gold,London,7,75,8,0
F,Scottish,Silver,C Scotland,6,71,1,0
F,Midlands,Silver,Midlands,8,72,4,0
F,South East,Silver,London,12,63,8,0
F,Midlands,Tin,Midlands,12,43,5,0
F,Midlands,Tin,Midlands,7,35,7,0
F,South East,Tin,London,16,39,5,1
F,Scottish,Gold,C Scotland,9,53,3,0
F,South East,Tin,London,17,37,5,1
F,Midlands,Gold,Midlands,8,40,1,0
F,Midlands,Silver,Midlands,8,64,9,0
F,Midlands,Tin,Wales & West,9,44,8,1
F,South East,Tin,London,12,61,4,1
F,Midlands,Tin,Wales & West,10,37,8,1
F,North,Tin,Yorkshire,5,50,8,0
F,Midlands,Tin,East,9,31,8,0
F,North,Silver,N West,6,73,16,0
F,South East,Gold,London,10,52,7,1
F,Scottish,Gold,C Scotland,10,39,5,1
F,South East,Tin,London,.,47,5,0
F,,Tin,,14,.,5,1
F,North,Silver,N West,.,.,8,1
F,South East,Tin,S & S East,10,42,10,1
F,North,Silver,N West,6,57,2,0
F,Midlands,Tin,Midlands,11,40,5,1
F,North,Tin,N West,13,36,4,0
F,South East,Gold,London,11,52,6,1
F,South East,Tin,S & S East,8,39,8,0
F,South East,Silver,London,11,52,8,0
F,Midlands,Silver,Wales & West,5,74,21,0
F,South East,Tin,London,7,26,5,0
F,North,Gold,N West,10,53,5,0
F,South East,Tin,S & S East,8,44,5,1
F,South East,Tin,London,3,62,8,0
F,Midlands,Gold,East,11,70,13,1
F,Midlands,Gold,Midlands,7,43,7,0
F,North,Tin,N West,9,47,8,0
F,Midlands,Gold,Midlands,13,74,2,0
F,South East,Silver,London,8,32,2,0
F,Midlands,Tin,East,10,.,5,1
F,North,Silver,Yorkshire,13,75,9,1
F,North,Gold,N West,7,.,2,1
F,South East,Platinum,S & S East,8,78,13,1
F,South East,Tin,London,12,.,7,1
F,Midlands,Gold,Wales & West,12,.,2,0
F,South East,Gold,S & S East,9,69,1,0
F,South East,Silver,S & S East,16,77,5,0
F,Midlands,Silver,Midlands,8,61,12,1
F,Midlands,Gold,Midlands,6,64,8,0
F,Midlands,Tin,Wales & West,9,.,5,0
F,Midlands,Silver,Midlands,10,32,8,1
F,Midlands,Tin,Midlands,15,45,4,1
F,North,Silver,N East,6,46,8,0
F,Midlands,Tin,Wales & West,9,41,5,1
F,Midlands,Gold,Wales & West,6,69,5,0
F,South East,Gold,London,5,48,4,0
F,South East,Tin,S & S East,8,35,8,1
F,South East,Gold,S & S East,5,72,3,0
F,Midlands,Silver,Midlands,16,25,2,1
F,South East,Silver,S & S East,14,50,13,1
F,South East,Silver,S & S East,3,59,4,0
F,Scottish,Tin,C Scotland,8,62,9,0
F,South East,Silver,S & S East,13,72,2,1
F,,Silver,,9,23,1,1
F,Midlands,Tin,Wales & West,12,28,4,1
F,Midlands,Gold,East,18,44,3,0
F,North,Gold,N West,10,75,2,0
F,Midlands,Silver,Midlands,5,64,17,0
F,South East,Gold,London,10,.,12,1
F,Midlands,Gold,East,7,70,4,1
F,South East,Gold,London,7,79,5,0
F,South East,Gold,London,9,76,5,1
F,Scottish,Silver,C Scotland,1,.,4,0
F,South East,Silver,London,.,42,12,1
F,Midlands,Tin,Midlands,10,63,11,1
F,Midlands,Tin,Wales & West,14,48,5,1
F,Scottish,Silver,Border,14,62,5,1
F,North,Silver,N West,9,40,8,1
F,Midlands,Tin,Midlands,6,43,5,0
F,South East,Tin,London,8,55,1,0
F,South East,Gold,London,7,63,26,0
F,North,Tin,Yorkshire,11,49,5,0
F,South East,Silver,London,10,39,4,0
F,Midlands,Tin,Midlands,9,54,4,1
F,South East,Silver,London,14,21,3,1
F,South East,Silver,London,9,.,4,1
F,North,Gold,N East,9,71,11,0
F,South East,Tin,S & S East,4,54,8,0
F,South West,Platinum,S West,.,48,24,0
F,South East,Gold,London,16,49,1,1
F,South East,Platinum,London,10,70,21,0
F,South East,Tin,London,5,.,7,0
F,Midlands,Gold,Wales & West,4,58,2,0
F,South East,Tin,S & S East,5,58,5,0
F,North,Silver,N East,8,55,1,1
F,Midlands,Gold,Wales & West,.,60,7,1
F,North,Silver,Yorkshire,7,51,8,0
F,North,Tin,Yorkshire,9,47,8,1
F,North,Gold,Yorkshire,12,51,2,0
F,South East,Gold,S & S East,9,68,18,0
F,,Gold,,12,54,2,0
F,North,Silver,N West,8,53,9,0
F,Scottish,Gold,Border,13,.,8,0
F,Scottish,Gold,N Scot,3,68,7,0
F,Midlands,Silver,Midlands,10,26,2,1
F,Midlands,Silver,East,7,70,9,0
F,North,Gold,N West,7,57,5,0
F,South East,Silver,S & S East,9,71,5,1
F,South East,Gold,London,9,.,3,0
F,Midlands,Tin,Wales & West,10,52,5,0
F,South East,Silver,London,4,47,5,0
F,South East,Silver,S & S East,7,63,5,0
F,North,Gold,Yorkshire,6,66,29,0
F,South East,Platinum,London,10,52,1,0
F,,Gold,,8,68,9,0
